species,basisOfRecord,brackish,catalogNumber,class,classid,date_end,date_mid,date_start,date_year,decimalLatitude,decimalLongitude,eventDate,family,familyid,genus,genusid,gigaclass,gigaclassid,infraphylum,infraphylumid,institutionCode,kingdom,kingdomid,locality,marine,occurrenceID,occurrenceStatus,order,orderid,ownerInstitutionCode,parvphylum,parvphylumid,phylum,phylumid,references,scientificName,scientificNameID,speciesid,subphylum,subphylumid,superclass,superclassid,id,dataset_id,node_id,dropped,absence,originalScientificName,aphiaID,flags,bathymetry,shoredistance,sst,sss,coordinateUncertaintyInMeters,country,footprintWKT,geodeticDatum,associatedReferences,collectionCode,collectionID,depth,eventID,identifiedBy,individualCount,lifeStage,maximumDepthInMeters,minimumDepthInMeters,samplingProtocol,waterBody,accessRights,datasetName,day,island,islandGroup,license,modified,month,recordNumber,recordedBy,rightsHolder,taxonID,type,verbatimDepth,year,disposition,higherGeography,language,namePublishedInID,originalNameUsage,scientificNameAuthorship,specificEpithet,startDayOfYear,verbatimCoordinateSystem,verbatimCoordinates,verbatimLatitude,verbatimLongitude,continent,datasetID,acceptedNameUsage,acceptedNameUsageID,countryCode,dateIdentified,eventRemarks,fieldNumber,identificationID,institutionID,locationID,locationRemarks,preparations,previousIdentifications,taxonRank,verbatimSRS,typeStatus,georeferenceProtocol,georeferenceRemarks,higherClassification,nomenclaturalCode,stateProvince,unaccepted,bibliographicCitation,habitat,sex,coordinatePrecision,occurrenceRemarks,subfamily,subfamilyid,organismQuantity,organismQuantityType,vernacularName,endDayOfYear,footprintSRS
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00151,Teleostei,293496.0,1243814400000.0,1243814400000.0,1243814400000.0,2009.0,8.44,76.1,2009-06-01,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Thiruvananthapuram,True,87679,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,18e70fd4-5e91-411d-8d25-0a1bb331ba05,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],977.0,70798.0,28.55,34.42,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,500.0,SS267I09,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,1000.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,2586,Teleostei,293496.0,1009756800000.0,725760000000.0,441763200000.0,1992.0,-0.023559101,37.90620041,1984/2001,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,KMFRI,Animalia,2.0,Kenya,True,KMFRI_19842001_1640,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,1a535bc4-ff05-4afb-955e-ae157a142b6a,b7a81977-c40f-42c0-8453-f4cfb37ca4c8,"['4bf79a01-65a9-4db6-b37b-18434f26ddfc', 'aa56c74b-90ba-461d-b117-2b384571993b']",False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-842.0,-383810.0,,,,Kenya,,,,Marine,,,,,,,,,,,,Kenya Marine and Fisheries Research Institute - Marine Species,,,,,2023-04-05 17:28:04,,,,,,,,,,,,,,Valenciennes 1847,,,,,,,Indian,https://marineinfo.org/id/dataset/3765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,b-3080,Teleostei,293496.0,,,,,11.6829996109,75.5,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,1b4a210e-9552-44e6-96f5-6cb06ae4a0e0,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],6.0,3506.0,28.38,34.72,,Inde,,,,IC,,,,whitehead et bauchot,,,,,,indien,,,,,,,,,,dussumier,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1212883200000.0,1200873600000.0,1188864000000.0,2008.0,11.49722222,79.77166667,2007-09-04/2008-06-08,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Annankovil,True,82793,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,1cc822bd-5c91-437f-bd6c-7f65cf0159e1,8e230527-988f-4984-8c30-ecc64771b06c,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",4.0,-984.0,28.54,33.09,,India,,,"A.P. Dineshbabu, Sujitha Thomas and E.V. Radhakrishnan., Bycatch from Trawlers with special reference to Its Impact on Commercial Fishery, off Mangalore",,IndOBIS Dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00150,Teleostei,293496.0,1243814400000.0,1243814400000.0,1243814400000.0,2009.0,8.43,76.35,2009-06-01,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Thiruvananthapuram,True,87678,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,1f5d2335-657b-48e9-9118-6088ca04c5e6,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],558.0,51498.0,28.4,34.38,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,250.0,SS267I08,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,500.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,0000-3744,Teleostei,293496.0,,,,,11.683,75.5,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,FN2[33814422]:MNHN-8[212269:0000-3744],,Clupeiformes,10297.0,TU,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,1fad31b9-71bc-44f0-9b10-4f341854ab97,2891a788-9f30-4413-8f73-9e7686890e9d,['dcb0c76d-46a1-4e07-9a69-98cf3fd67576'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],6.0,3506.0,28.38,34.72,10.0,inde,,,,IC,8,,,,1,,,,,,Non-commercial use only,MNHN,,,,(CC-BY NC) 4.0,56:09.0,,56901948,dussumier,Tulane University,212269,Collection,,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,0000-3744,Teleostei,293496.0,,,,,11.6829996109,75.5,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,1fbea2dd-ae19-4a4f-afc0-55091b3f2ca4,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],6.0,3506.0,28.38,34.72,,Inde,,,,IC,,,,whitehead et bauchot,,,,,,indien,,,,,,,,,,dussumier,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1250726400000.0,1250035200000.0,1249344000000.0,2009.0,9.0,76.3,2009-08-04/2009-08-20,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Kollam,True,94274,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,200d67e6-619e-4275-a1d7-fc1d083fe017,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],43.0,22623.0,28.31,34.38,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,FORV-SS-270,50.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,50.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,b-3091,Teleostei,293496.0,,,,,11.8830003738,75.3830032349,,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,MNHN,Animalia,2.0,,True,,,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,20930ff8-98d9-4670-ab49-0131669906fc,705770e5-3474-4e69-be8b-3107a0c5610a,['310922b4-9d0c-4de1-92d7-9b442d34765b'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-26.0,-2730.0,28.37,34.76,,Inde,,,,IC,,,,whitehead et bauchot,,,,,,indien,,,,,,,,,,dussumier,,,,,,,,,,,valenciennes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00139,Teleostei,293496.0,1249689600000.0,1249689600000.0,1249689600000.0,2009.0,9.93,76.0,2009-08-08,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Kochi,True,87667,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,229b169f-64c8-453e-9b61-ecb0edb773cf,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],32.0,24959.0,28.43,34.42,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,15.0,SS270I24,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,30.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,105890,Teleostei,293496.0,-3850070400000.0,-3865795200000.0,-3881520000000.0,1847.0,6.01,81.16,1847,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Sri Lanka,True,12587,present,Clupeiformes,10297.0,NIO,Osteichthyes,152352.0,Chordata,1821.0,This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,22aa251d-234b-4430-bf15-bfa3bc23c95f,b43e35f1-93b3-4b15-9925-76ac85224c72,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella (sardinella) longiceps,212269.0,['NO_DEPTH'],60.0,12738.0,28.22,33.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,105890,Teleostei,293496.0,-3850070400000.0,-3865795200000.0,-3881520000000.0,1847.0,-6.329722,106.3322,1847,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Java Island,True,12589,present,Clupeiformes,10297.0,NIO,Osteichthyes,152352.0,Chordata,1821.0,This dataset was transferred from National Institute of Oceanography (NIO) by Dr. Mohideen Wafar,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,230119cb-90af-48d7-8b72-ae6c4c69e77c,b43e35f1-93b3-4b15-9925-76ac85224c72,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella (sardinella) longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-46.0,-34833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00127,Teleostei,293496.0,1254355200000.0,1254355200000.0,1254355200000.0,2009.0,12.85,74.67,2009-10-01,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Mangalore,True,87655,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,23957f58-d1a9-421b-ac5e-c92474d40bc4,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],30.0,12201.0,28.57,34.94,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,15.0,SS27235,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,30.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,15.2482,73.70238333,2013-07-14/2013-08-11,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Goa,True,94412,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,23c81bdf-1e0b-4e3e-9809-5c0b031171bd,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],31.0,12333.0,28.45,35.22,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,"FORV-SS-316,317",32.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,32.0,32.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00128,Teleostei,293496.0,1254355200000.0,1254355200000.0,1254355200000.0,2009.0,12.98,74.47,2009-10-01,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Off Mangalore,True,87656,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,24eecd11-5f6a-47b2-a511-298beccf9d48,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],48.0,31034.0,28.65,34.95,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,25.0,SS27234,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,187360,Teleostei,293496.0,1346457600000.0,1346457600000.0,1346457600000.0,2012.0,7.205556,79.828333,2012-09-01,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,SAIAB,Animalia,2.0,Negombo Fish Market,True,340da002-fc21-11e2-ac3f-081965b14959,present,Clupeiformes,10297.0,SAIAB,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2687ca74-6ba5-4568-85e6-6d57713802ee,fbe20230-f4f1-48e7-83ee-4cd3ad15a1db,['14fc439c-707d-41d6-a3d4-b9d2696205fe'],False,False,"Sardinella longiceps Valenciennes, 1847",212269.0,['NO_DEPTH'],-4.0,135.0,28.32,34.06,,Sri Lanka,,WGS84,,FC,http://grscicoll.org/institutional-collection/national-fish-collection-0,,3cc206fc-fc21-11e2-ac3f-081965b14959,Nir Stern,,,,,,,,,1,,,http://creativecommons.org/licenses/by/4.0/legalcode,2013-04-18 17:51:46,9,,Franz Uiblein,SAIAB,,PhysicalObject,,2012,,Asia | Sri Lanka,en,,,"Valenciennes, 1847",longiceps,,,,,,Asia,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,LK,2013-04-16,Bought at fish market,SRI3,4df8aaa8-fc21-11e2-ac3f-081965b14959,urn:lsid:biocol.org:col:34984,41594122-fc21-11e2-ac3f-081965b14959,Geodetic datum assumed to be WGS84.,Whole specimen/s - 1,Clupeidae,Species,WGS84,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1254268800000.0,1253750400000.0,1253232000000.0,2009.0,11.99,75.06,2009-09-18/2009-09-30,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Kannur,True,94300,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2830dbf5-5dd3-4f47-92cc-ecce33d90329,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],32.0,14679.0,28.5,34.79,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,FORV-SS-272,30.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,30.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1356912000000.0,1341100800000.0,1325376000000.0,2012.0,11.7167,79.8167,2012,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Cuddalore,True,82401,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2a367a49-e68c-44b9-b757-41c87c741687,8e230527-988f-4984-8c30-ecc64771b06c,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,['NO_DEPTH'],14.0,3674.0,28.53,33.09,,India,,,"Nina Tabitha S and  Gunalan B., A report on mass landings of economically important fish along the South East Coast of India",,IndOBIS Dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1250726400000.0,1250035200000.0,1249344000000.0,2009.0,12.01,75.07,2009-08-04/2009-08-20,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Kannur,True,94278,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2d05dd79-63d3-4d70-9a6e-6cc407ae0cad,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],30.0,12783.0,28.49,34.8,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,FORV-SS-270,30.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,30.0,,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00001,Teleostei,293496.0,1243987200000.0,1243987200000.0,1243987200000.0,2009.0,9.0,76.27,2009-06-03,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,off Kollam,True,87529,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2dbd4ae6-65af-4b24-8743-5deda0813794,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],48.0,25562.0,28.31,34.38,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,25.0,SS267I14,"Sree Renjima G, C. B. Lalithambika Devi, CMLRE",1,Larvae,50.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,PreservedSpecimen,False,IO/SS/FIS/00261,Teleostei,293496.0,1241827200000.0,1241827200000.0,1241827200000.0,2009.0,13.11,80.53,2009-05-09,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,,True,87789,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2f706667-4de3-47b6-9e1f-1a72ecb81c1f,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],112.0,23815.0,28.62,32.94,,,,,"Records based on voucher specimens held in FORV Referral Centre, CMLRE",voucher specimen collections,IndOBIS Dataset,50.0,SS26617,"Ms.  Aswathy K Sasi, C. B. Lalithambika Devi, CMLRE",1,Larvae,100.0,0.0,Bongo Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1376179200000.0,1374969600000.0,1373760000000.0,2013.0,9.9627,75.648,2013-07-14/2013-08-11,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Kochi,True,94398,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,2f754120-6c65-4f46-96d7-17713c5cfbb9,a4257cff-3c2c-4a60-ab29-91f65545bb08,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,[],72.0,61119.0,28.63,34.52,,,,,Records based on primary data generated onboard FORV Sagar Sampada,CMLRE-FISH LARVAE,"FORV-SS-316,317",108.0,,"Ms. Sree Renjima G, Dr. C. B. Lalithambika Devi",,,108.0,108.0,,South Eastern Arabian Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sardinella longiceps,HumanObservation,False,,Teleostei,293496.0,1356912000000.0,1341100800000.0,1325376000000.0,2012.0,11.483,79.767,2012,Dorosomatidae,1618557.0,Sardinella,125721.0,Actinopterygii,10194.0,Gnathostomata,1828.0,CMLRE,Animalia,2.0,Mudasalodai,True,82399,present,Clupeiformes,10297.0,,Osteichthyes,152352.0,Chordata,1821.0,,Sardinella longiceps,urn:lsid:marinespecies.org:taxname:212269,212269.0,Vertebrata,146419.0,Actinopteri,843664.0,3066662b-c173-4fed-ba10-d113fbc25c42,8e230527-988f-4984-8c30-ecc64771b06c,['1a3b0f1a-4474-4d73-9ee1-d28f92a83996'],False,False,Sardinella longiceps,212269.0,"['NO_DEPTH', 'ON_LAND']",-3.0,-1946.0,28.54,33.09,,India,,,"Nina Tabitha S and  Gunalan B., A report on mass landings of economically important fish along the South East Coast of India",,IndOBIS Dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
